YearlyIncome,MaritalStatus,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HouseOwner,CarsOwned,Age
70000,M,F,3,1,High School,Professional,1,0,53
70000,S,F,3,1,High School,Professional,1,0,53
70000,S,F,3,0,Graduate Degree,Management,1,2,48
70000,S,F,3,0,Graduate Degree,Management,1,2,54
70000,M,M,3,0,Graduate Degree,Management,1,2,53
40000,M,F,3,0,Partial College,Professional,0,2,49
40000,M,M,3,0,Partial College,Professional,0,2,54
110000,S,M,2,3,Graduate Degree,Management,1,4,70
130000,M,M,2,3,Graduate Degree,Management,1,3,69
130000,S,F,2,3,Bachelors,Management,0,4,69
150000,M,F,1,3,Graduate Degree,Management,1,2,69
120000,M,F,2,4,Graduate Degree,Management,1,3,69
90000,M,F,5,0,Bachelors,Management,1,2,67
120000,M,M,2,4,Graduate Degree,Management,1,3,68
120000,M,F,2,4,Graduate Degree,Management,1,3,68
130000,M,M,2,3,Bachelors,Management,1,4,67
10000,M,F,1,0,Graduate Degree,Manual,1,0,42
10000,S,M,1,0,Graduate Degree,Manual,1,0,45
20000,M,M,1,0,Graduate Degree,Clerical,1,0,44
20000,M,M,1,0,Graduate Degree,Clerical,1,0,45
20000,M,F,1,0,Graduate Degree,Clerical,1,0,46
30000,S,M,4,0,Graduate Degree,Clerical,1,0,45
30000,S,F,4,0,Graduate Degree,Clerical,1,0,45
10000,M,F,1,0,Bachelors,Manual,1,0,48
10000,M,M,1,0,Bachelors,Manual,1,0,49
10000,S,F,1,0,Bachelors,Manual,1,0,49
10000,M,M,1,0,Partial College,Manual,1,0,44
10000,M,F,2,0,Partial College,Manual,1,0,51
10000,M,F,2,0,Partial College,Manual,1,0,51
10000,S,M,2,0,Partial College,Manual,1,0,40
10000,M,F,2,0,Partial College,Manual,1,0,51
20000,M,F,1,0,Graduate Degree,Clerical,1,0,69
30000,M,M,1,0,Graduate Degree,Clerical,1,0,69
10000,M,M,2,0,Partial College,Manual,1,1,61
10000,S,M,2,0,Partial College,Manual,1,1,66
10000,M,F,2,0,Partial College,Manual,1,1,65
30000,M,F,1,0,Bachelors,Clerical,1,0,65
10000,S,F,3,0,Partial College,Manual,1,1,65
20000,M,F,1,0,Partial College,Manual,1,0,64
30000,M,M,1,0,Bachelors,Clerical,1,0,65
30000,S,M,1,0,Bachelors,Clerical,1,0,65
10000,S,M,0,0,Partial College,Manual,0,1,27
10000,S,M,0,0,Partial College,Manual,1,1,28
10000,S,F,0,0,Partial College,Manual,1,1,29
10000,S,F,0,0,Partial College,Manual,1,1,29
10000,S,M,0,0,High School,Manual,1,2,29
10000,S,F,0,0,High School,Manual,1,2,30
20000,M,F,0,0,Bachelors,Clerical,0,0,28
20000,M,F,0,0,Bachelors,Clerical,1,0,29
20000,M,F,0,0,Bachelors,Clerical,1,0,28
20000,M,F,0,0,Partial College,Manual,1,0,29
20000,M,F,0,0,Partial College,Manual,1,0,29
20000,S,F,0,0,Partial College,Manual,0,0,30
40000,M,F,1,0,Graduate Degree,Clerical,1,0,63
30000,M,M,4,0,Graduate Degree,Clerical,1,0,46
30000,M,F,4,0,Graduate Degree,Clerical,1,0,40
30000,S,M,4,0,Graduate Degree,Clerical,1,0,40
30000,M,F,3,0,Graduate Degree,Clerical,1,0,45
20000,S,M,1,1,Partial College,Manual,0,0,47
10000,S,F,1,1,High School,Manual,0,1,37
10000,S,F,1,1,High School,Manual,0,1,47
20000,S,F,2,0,Partial College,Manual,1,1,36
30000,S,M,3,0,Graduate Degree,Clerical,1,0,48
40000,M,F,3,0,Graduate Degree,Clerical,1,0,36
40000,M,F,3,0,Graduate Degree,Clerical,1,0,46
30000,M,F,1,0,Bachelors,Clerical,1,0,43
30000,S,M,1,0,Bachelors,Clerical,1,0,48
20000,S,F,0,0,Partial College,Manual,1,1,31
30000,M,M,0,0,Bachelors,Clerical,1,0,37
30000,M,M,0,0,Bachelors,Clerical,1,0,36
10000,S,F,2,2,High School,Manual,1,0,32
30000,M,F,0,0,Bachelors,Clerical,1,0,36
10000,S,M,2,2,High School,Manual,1,0,38
20000,S,M,0,0,Partial College,Manual,0,1,38
30000,M,M,0,0,Bachelors,Clerical,1,0,37
30000,S,M,0,0,Bachelors,Clerical,1,0,38
30000,M,F,1,0,Bachelors,Clerical,1,0,32
30000,M,F,1,0,Bachelors,Clerical,1,0,37
40000,M,F,0,0,Graduate Degree,Clerical,1,0,32
40000,S,F,0,0,Graduate Degree,Clerical,1,0,37
40000,M,F,0,0,Graduate Degree,Clerical,1,0,37
40000,M,F,0,0,Graduate Degree,Clerical,1,0,32
50000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,38
50000,M,M,0,0,Graduate Degree,Skilled Manual,1,0,32
50000,M,M,0,0,Graduate Degree,Skilled Manual,1,0,37
50000,S,M,0,0,Graduate Degree,Skilled Manual,1,0,37
50000,M,M,0,0,Graduate Degree,Skilled Manual,0,0,37
10000,M,F,3,0,Partial College,Manual,0,2,55
10000,M,F,3,0,Partial College,Manual,0,2,39
10000,S,F,3,0,High School,Manual,1,2,56
10000,M,F,4,0,High School,Manual,0,2,55
10000,M,M,4,0,High School,Manual,0,2,56
10000,S,M,2,2,High School,Manual,1,1,33
10000,S,M,2,2,High School,Manual,1,1,39
10000,M,M,2,2,High School,Manual,0,1,33
10000,S,M,3,3,High School,Manual,1,0,38
20000,M,M,1,1,Partial College,Manual,1,0,38
20000,S,F,1,1,Partial College,Manual,0,0,39
70000,M,F,5,1,High School,Professional,1,2,62
160000,S,F,3,4,Bachelors,Management,0,3,51
70000,M,M,5,1,High School,Professional,1,2,61
70000,M,M,5,1,High School,Professional,1,3,62
110000,M,M,3,4,Bachelors,Management,1,4,55
110000,M,F,3,4,Bachelors,Management,0,4,60
130000,M,M,4,4,Partial College,Professional,1,4,60
130000,M,F,4,4,Partial College,Professional,1,4,60
90000,S,M,3,1,High School,Professional,1,2,52
70000,S,M,4,3,High School,Professional,1,1,48
80000,M,F,4,2,Partial College,Professional,0,1,48
80000,M,M,4,2,Partial College,Professional,1,2,48
100000,S,F,3,4,High School,Professional,1,3,52
130000,M,F,3,4,Partial College,Professional,1,4,53
90000,S,M,4,2,Partial College,Professional,1,2,48
170000,M,M,0,5,Bachelors,Management,0,3,54
170000,M,F,0,5,Bachelors,Management,1,3,48
70000,M,F,5,2,Partial High School,Skilled Manual,1,2,49
100000,S,F,3,4,Partial College,Professional,1,4,54
100000,M,F,3,4,Partial College,Professional,1,4,55
70000,S,M,5,2,Partial High School,Skilled Manual,1,2,56
80000,M,M,4,1,High School,Professional,0,3,56
90000,M,M,4,1,High School,Professional,1,3,55
120000,M,M,4,5,Partial College,Professional,1,3,50
120000,M,F,4,5,Partial College,Professional,1,3,50
170000,M,F,4,5,Partial College,Professional,0,4,56
100000,M,F,3,4,Partial College,Management,1,4,57
110000,M,F,4,5,Partial College,Management,1,2,57
120000,M,F,4,5,Partial College,Management,1,3,57
130000,M,M,4,5,High School,Management,0,3,51
80000,M,M,5,1,High School,Management,0,3,57
100000,M,M,3,4,Partial College,Management,1,4,58
110000,S,M,4,5,High School,Management,1,3,52
120000,M,F,4,5,High School,Management,1,3,58
150000,M,M,5,5,High School,Management,1,4,52
80000,M,M,5,1,High School,Management,1,4,58
90000,M,M,4,1,High School,Management,1,3,59
130000,M,F,5,5,Partial High School,Professional,0,4,60
60000,M,M,0,0,Bachelors,Professional,1,3,31
60000,S,F,0,0,Bachelors,Professional,1,4,26
60000,S,F,0,0,Bachelors,Professional,0,4,32
70000,M,M,0,0,Bachelors,Professional,1,2,31
70000,M,M,0,0,Bachelors,Professional,1,3,31
70000,S,M,0,0,Bachelors,Professional,0,3,30
70000,M,M,0,0,Bachelors,Professional,1,3,31
70000,S,M,0,0,Bachelors,Professional,0,3,31
60000,M,F,0,0,Bachelors,Professional,1,4,33
70000,M,M,0,0,Partial High School,Professional,1,4,33
80000,M,M,0,0,Bachelors,Professional,1,3,34
80000,S,F,0,0,Bachelors,Professional,1,3,33
90000,M,M,0,0,Bachelors,Professional,1,3,28
90000,M,M,0,0,Bachelors,Professional,0,3,28
80000,M,F,0,0,Bachelors,Professional,1,3,34
110000,M,F,0,5,Partial College,Management,1,3,33
90000,M,F,0,0,Bachelors,Professional,1,3,34
90000,S,F,0,0,Bachelors,Professional,0,3,35
90000,M,M,0,0,Bachelors,Professional,1,3,34
90000,S,F,0,0,Bachelors,Professional,0,3,35
90000,S,M,0,0,Bachelors,Professional,1,3,35
100000,M,F,0,5,High School,Management,1,3,35
80000,M,M,0,0,Bachelors,Professional,1,4,36
90000,M,M,0,0,Bachelors,Professional,0,3,36
110000,M,F,0,5,Partial College,Management,1,3,34
110000,S,F,0,5,High School,Management,1,4,34
100000,M,M,0,5,High School,Management,1,3,35
100000,M,F,0,5,High School,Management,0,4,36
90000,S,M,0,0,Bachelors,Professional,0,4,37
100000,M,F,0,5,High School,Management,0,4,36
100000,S,M,0,5,Partial High School,Professional,1,4,36
100000,M,F,0,5,Partial High School,Professional,1,4,37
100000,S,M,0,5,Partial High School,Professional,1,4,36
110000,M,M,0,5,High School,Management,1,4,31
120000,S,M,0,5,Partial High School,Professional,1,4,37
120000,S,M,0,5,Partial High School,Professional,1,4,31
110000,M,F,0,5,Partial High School,Professional,1,4,36
110000,M,M,0,5,Partial High School,Management,1,4,36
120000,M,M,0,5,Partial High School,Management,1,4,35
90000,M,F,5,0,Bachelors,Management,1,2,65
90000,M,M,5,0,Bachelors,Management,1,2,66
100000,M,M,2,3,Graduate Degree,Management,1,3,66
100000,M,M,2,3,Graduate Degree,Management,1,3,61
110000,M,F,2,4,Graduate Degree,Management,1,2,60
110000,S,F,2,4,Graduate Degree,Management,1,2,66
130000,M,M,2,3,Bachelors,Management,1,4,66
130000,M,M,2,3,Bachelors,Management,1,4,65
70000,M,M,5,0,Bachelors,Management,1,2,65
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,31
20000,S,M,0,0,Partial High School,Manual,1,2,27
10000,S,M,0,0,Partial High School,Manual,0,2,28
10000,S,M,0,0,Partial High School,Manual,0,2,34
10000,M,F,0,0,Partial High School,Manual,0,2,28
20000,S,F,0,0,Partial High School,Manual,0,2,33
20000,S,M,0,0,Partial High School,Manual,0,2,34
60000,M,M,5,5,Bachelors,Professional,1,2,38
60000,M,F,3,2,Bachelors,Professional,1,2,44
60000,S,F,3,2,Bachelors,Professional,0,2,43
30000,S,M,0,0,Partial College,Clerical,0,1,33
20000,S,M,0,0,Partial High School,Manual,0,2,27
20000,S,F,0,0,Partial High School,Manual,0,2,26
20000,S,M,0,0,Partial High School,Manual,1,2,27
20000,S,M,0,0,Partial High School,Manual,0,2,27
20000,M,M,0,0,Partial High School,Manual,0,2,26
30000,S,F,0,0,High School,Manual,0,1,29
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,33
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,33
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,32
30000,S,M,0,0,High School,Manual,1,1,33
30000,S,M,0,0,High School,Manual,0,1,34
30000,S,F,0,0,High School,Manual,0,1,33
10000,S,M,0,0,Partial High School,Manual,0,2,29
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,28
40000,M,M,1,1,Bachelors,Skilled Manual,1,1,33
40000,M,M,1,1,Bachelors,Skilled Manual,1,1,33
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,34
50000,S,F,0,0,Graduate Degree,Skilled Manual,0,0,34
20000,S,F,0,0,Partial High School,Manual,0,2,35
40000,S,F,2,2,Partial College,Clerical,1,0,29
40000,M,M,2,2,Partial College,Clerical,0,0,29
20000,S,M,0,0,Partial High School,Manual,0,2,36
30000,S,F,0,0,High School,Manual,1,1,30
30000,S,M,0,0,High School,Manual,0,1,36
40000,S,F,2,2,Partial College,Clerical,1,1,35
40000,S,M,2,2,Partial College,Clerical,1,1,36
40000,S,F,2,2,Partial College,Clerical,1,2,36
40000,S,F,3,3,Partial College,Clerical,1,0,32
40000,S,M,3,3,Partial College,Clerical,1,1,32
40000,S,F,3,3,Partial College,Clerical,1,1,32
40000,S,F,3,3,Partial College,Clerical,1,2,33
30000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,33
30000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,32
30000,S,M,0,0,Graduate Degree,Skilled Manual,1,0,32
40000,S,F,3,3,Partial College,Clerical,1,2,32
40000,M,M,4,4,Partial College,Clerical,0,1,31
60000,S,F,0,0,Graduate Degree,Skilled Manual,0,0,41
60000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,29
60000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,40
60000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,40
60000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,41
60000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,41
20000,M,F,2,0,High School,Manual,0,2,53
30000,M,M,1,0,Bachelors,Skilled Manual,1,1,48
30000,M,M,1,0,Bachelors,Skilled Manual,1,1,54
30000,M,F,1,0,Bachelors,Skilled Manual,1,1,53
30000,M,M,1,0,Bachelors,Skilled Manual,1,1,53
20000,M,M,2,0,Partial High School,Manual,0,2,52
20000,M,M,3,0,Partial High School,Manual,0,2,52
20000,S,M,3,0,Partial High School,Clerical,1,2,47
30000,M,M,1,0,High School,Manual,1,1,52
30000,M,M,1,0,High School,Clerical,1,1,47
40000,M,M,1,0,Partial College,Clerical,1,1,53
40000,M,M,1,0,Partial College,Clerical,1,1,47
40000,M,M,1,0,Partial College,Clerical,1,1,52
40000,M,F,1,0,Partial College,Clerical,1,1,41
40000,M,F,1,0,Partial College,Clerical,1,1,51
40000,M,M,1,0,Partial College,Clerical,1,1,51
40000,M,M,1,0,Partial College,Clerical,1,1,51
80000,S,F,5,0,Graduate Degree,Skilled Manual,1,0,52
80000,S,F,5,0,Graduate Degree,Skilled Manual,1,0,41
40000,M,F,1,0,Partial College,Clerical,1,1,50
40000,M,F,1,0,Partial College,Clerical,1,1,39
40000,M,M,1,0,Partial College,Clerical,1,1,51
40000,M,M,1,0,Partial College,Clerical,1,1,34
40000,M,M,1,0,Partial College,Clerical,1,1,50
40000,M,M,1,0,Partial College,Clerical,1,1,51
40000,M,M,1,0,Partial College,Clerical,1,1,50
40000,M,F,1,0,Partial College,Clerical,1,1,49
40000,M,F,1,0,Partial College,Clerical,1,1,49
40000,M,M,1,0,Partial College,Clerical,1,1,49
40000,M,F,1,0,Partial College,Clerical,1,1,49
40000,M,M,1,0,Partial College,Clerical,1,1,44
40000,M,M,1,0,Partial College,Clerical,1,1,50
40000,M,F,1,0,Partial College,Clerical,1,1,50
40000,M,M,1,0,Partial College,Clerical,1,1,38
80000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,43
80000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,43
80000,M,M,4,0,Graduate Degree,Skilled Manual,0,0,49
80000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,48
80000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,49
80000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,49
80000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,48
60000,S,M,4,0,Graduate Degree,Skilled Manual,1,0,42
60000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,48
60000,S,F,4,0,Graduate Degree,Skilled Manual,0,0,47
60000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,48
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,47
60000,M,M,4,0,Graduate Degree,Skilled Manual,0,0,48
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,47
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,48
60000,S,F,4,0,Graduate Degree,Skilled Manual,1,0,47
20000,M,F,1,1,Partial College,Manual,1,1,39
30000,M,M,1,0,Bachelors,Clerical,1,0,38
30000,M,M,1,1,Bachelors,Clerical,1,0,39
30000,S,F,1,1,Bachelors,Clerical,0,0,38
40000,M,M,0,0,Graduate Degree,Clerical,1,0,33
40000,M,M,0,0,Graduate Degree,Clerical,1,0,38
40000,M,M,0,0,Graduate Degree,Clerical,1,0,38
40000,S,M,0,0,Graduate Degree,Clerical,1,0,33
40000,M,F,0,0,Bachelors,Clerical,1,0,38
10000,M,F,3,3,Partial High School,Manual,0,1,40
10000,S,M,3,3,Partial High School,Manual,1,1,39
10000,S,F,4,4,Partial High School,Manual,1,0,34
30000,M,M,1,0,Bachelors,Clerical,1,1,81
30000,M,M,1,1,Bachelors,Clerical,1,0,39
30000,M,M,1,1,Bachelors,Clerical,1,0,39
10000,S,M,4,4,Partial High School,Manual,1,1,40
20000,M,F,1,1,High School,Manual,1,1,40
40000,M,F,0,0,Bachelors,Clerical,1,0,40
40000,M,F,0,0,Bachelors,Clerical,1,0,34
40000,M,M,0,0,Bachelors,Clerical,1,0,40
20000,S,M,2,2,High School,Manual,1,0,41
30000,S,M,1,1,Bachelors,Clerical,0,1,41
30000,S,M,1,1,Bachelors,Clerical,0,1,40
30000,M,M,1,1,Bachelors,Clerical,1,1,40
30000,M,F,1,1,Bachelors,Clerical,1,1,35
10000,S,F,4,3,Partial High School,Manual,1,2,42
20000,S,F,2,2,High School,Manual,1,0,42
20000,S,F,2,2,High School,Manual,1,1,41
20000,S,M,2,2,High School,Manual,1,2,42
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,41
20000,S,F,2,2,High School,Manual,1,2,42
20000,S,M,3,3,High School,Manual,1,1,43
10000,M,F,3,2,Partial High School,Manual,0,2,43
20000,M,M,3,3,High School,Manual,0,1,38
20000,S,F,3,3,High School,Manual,1,2,44
30000,S,M,2,2,Partial College,Manual,1,0,35
30000,M,M,2,2,Partial College,Manual,0,0,43
30000,S,F,2,2,Partial College,Clerical,1,0,43
20000,M,F,2,0,Partial College,Clerical,1,1,73
40000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,72
40000,M,F,1,0,Bachelors,Skilled Manual,1,0,36
40000,M,M,1,0,Bachelors,Skilled Manual,1,0,42
30000,M,M,2,2,Partial College,Clerical,0,2,43
30000,S,M,2,2,Partial College,Clerical,1,2,42
30000,S,M,2,2,Partial College,Clerical,1,2,37
40000,M,F,1,0,Bachelors,Skilled Manual,1,0,43
40000,M,F,1,0,Bachelors,Skilled Manual,1,0,43
30000,S,F,2,2,Partial College,Clerical,1,2,44
30000,S,F,2,2,Partial College,Clerical,1,2,44
30000,M,F,3,3,Partial College,Clerical,0,0,43
30000,S,F,3,3,Partial College,Clerical,1,2,28
30000,S,F,3,3,Partial College,Clerical,1,2,27
30000,S,F,3,3,Partial College,Clerical,1,2,27
20000,S,F,5,5,High School,Manual,1,4,28
20000,S,F,0,0,High School,Manual,1,1,28
20000,S,M,0,0,High School,Manual,0,1,29
40000,M,M,1,0,Bachelors,Skilled Manual,1,0,43
40000,M,M,1,0,Bachelors,Skilled Manual,1,0,44
40000,M,M,1,0,Bachelors,Skilled Manual,1,1,45
40000,M,F,1,0,Bachelors,Skilled Manual,1,1,39
30000,S,F,4,4,Partial College,Clerical,1,2,28
30000,S,M,5,5,Partial College,Clerical,1,2,29
30000,S,F,0,0,Partial College,Clerical,0,1,29
30000,M,M,0,0,Partial College,Clerical,0,1,29
30000,S,F,0,0,Partial College,Clerical,1,1,29
30000,S,M,0,0,Partial College,Clerical,0,1,30
30000,S,F,0,0,Partial College,Clerical,0,1,29
20000,S,M,0,0,High School,Manual,1,1,31
20000,S,F,0,0,High School,Manual,0,1,31
20000,S,M,0,0,High School,Manual,0,1,31
20000,S,F,0,0,High School,Manual,0,1,31
20000,S,F,0,0,High School,Manual,0,1,31
30000,S,M,0,0,Partial College,Clerical,0,1,31
30000,S,F,0,0,Partial College,Clerical,1,1,30
30000,S,F,0,0,Partial College,Clerical,0,1,31
10000,S,M,0,0,Partial High School,Manual,0,2,33
10000,M,M,0,0,Partial High School,Manual,1,2,33
20000,S,M,0,0,Partial High School,Manual,0,2,33
20000,S,M,0,0,Partial High School,Manual,0,2,27
30000,S,M,0,0,Partial College,Clerical,0,1,32
30000,S,M,0,0,Partial College,Clerical,0,1,31
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,31
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,32
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,31
40000,S,F,4,4,Partial College,Clerical,1,2,29
40000,S,M,4,4,Partial College,Clerical,1,2,35
40000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,34
40000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,34
50000,S,M,0,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,33
50000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,33
50000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,28
40000,S,M,4,4,High School,Skilled Manual,1,3,36
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,36
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,30
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,36
40000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,34
60000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,29
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,34
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,35
60000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,29
70000,M,F,2,0,Graduate Degree,Professional,1,0,35
70000,M,F,2,0,Graduate Degree,Professional,1,0,34
50000,M,M,1,1,Bachelors,Skilled Manual,1,0,36
60000,S,F,1,0,Graduate Degree,Professional,1,0,36
50000,M,F,1,1,Bachelors,Skilled Manual,1,1,38
50000,M,M,2,2,Bachelors,Skilled Manual,1,0,37
50000,S,F,2,2,Bachelors,Skilled Manual,1,0,32
60000,M,F,1,0,Graduate Degree,Professional,1,0,38
70000,M,M,3,0,Graduate Degree,Professional,1,0,35
60000,M,F,1,0,Graduate Degree,Professional,1,0,26
60000,M,F,1,0,Graduate Degree,Professional,1,0,37
60000,M,M,1,0,Graduate Degree,Professional,1,0,37
60000,M,M,2,2,Bachelors,Skilled Manual,1,0,38
60000,M,M,2,2,Bachelors,Skilled Manual,1,0,38
60000,S,M,2,2,Bachelors,Skilled Manual,0,1,38
60000,S,M,2,2,Bachelors,Skilled Manual,1,1,39
60000,S,F,2,2,Bachelors,Skilled Manual,1,1,33
40000,S,F,0,0,Bachelors,Professional,1,1,39
40000,S,M,0,0,Bachelors,Professional,1,1,40
40000,S,F,0,0,Bachelors,Professional,0,1,40
70000,S,M,3,0,Graduate Degree,Professional,1,0,31
70000,M,F,4,0,Graduate Degree,Professional,1,0,36
80000,M,M,2,0,Graduate Degree,Professional,1,0,31
70000,S,M,2,2,Bachelors,Skilled Manual,1,1,28
60000,S,M,0,0,Graduate Degree,Professional,1,0,40
60000,S,F,0,0,Graduate Degree,Professional,1,0,35
60000,M,M,0,0,Graduate Degree,Professional,1,0,40
60000,S,M,0,0,Graduate Degree,Professional,1,0,35
70000,M,M,4,0,Graduate Degree,Professional,1,0,29
70000,M,F,5,0,Graduate Degree,Professional,1,0,38
70000,S,F,5,0,Graduate Degree,Professional,1,0,37
70000,S,F,5,0,Graduate Degree,Professional,1,0,32
70000,M,M,5,0,Graduate Degree,Professional,1,0,37
70000,S,M,5,0,Graduate Degree,Professional,1,0,26
70000,M,M,5,5,Graduate Degree,Professional,1,2,26
70000,M,M,5,5,Graduate Degree,Professional,0,2,27
70000,M,M,5,5,Graduate Degree,Professional,0,2,37
70000,M,M,5,5,Graduate Degree,Professional,1,3,38
80000,S,M,2,0,Graduate Degree,Professional,1,0,37
80000,M,F,2,0,Graduate Degree,Professional,1,0,32
80000,M,M,3,0,Graduate Degree,Professional,1,0,32
40000,S,F,0,0,Bachelors,Professional,0,1,36
80000,S,F,3,3,Bachelors,Skilled Manual,1,1,36
80000,S,F,3,3,Bachelors,Skilled Manual,0,1,41
80000,S,F,3,3,Bachelors,Skilled Manual,1,1,42
80000,S,F,3,3,Bachelors,Skilled Manual,1,2,36
80000,S,F,3,3,Bachelors,Skilled Manual,1,2,42
80000,S,F,3,3,Bachelors,Skilled Manual,1,3,36
80000,S,F,4,4,Bachelors,Skilled Manual,1,1,41
40000,M,F,0,0,Bachelors,Professional,0,1,42
50000,S,F,4,4,Bachelors,Skilled Manual,1,2,37
50000,S,M,4,4,Bachelors,Skilled Manual,0,2,31
50000,S,M,4,4,Bachelors,Skilled Manual,0,2,43
50000,S,M,4,4,Bachelors,Skilled Manual,1,3,42
70000,M,F,1,0,Bachelors,Skilled Manual,1,1,83
50000,S,F,4,2,Bachelors,Skilled Manual,1,2,43
60000,M,M,4,2,Bachelors,Professional,1,2,38
60000,M,M,4,2,Bachelors,Professional,1,2,38
